"predictedValue","predictLabel","sloc","actualBugLabel"
1497,1,0,0
1496,1,0,0
1495,1,0,0
1494,1,0,0
1493,1,0,0
1492,1,0,1
1491,1,0,1
1490,1,0,1
1489,1,0,1
1488,1,3,0
1487,1,3,0
1486,1,3,0
1485,1,3,0
1484,1,3,0
1483,1,3,0
1482,1,3,0
1481,1,3,0
1480,1,3,0
1479,1,3,0
1478,1,3,0
1477,1,3,0
1476,1,3,0
1475,1,3,0
1474,1,3,0
1473,1,3,0
1472,1,3,0
1471,1,3,0
1470,1,3,1
1469,1,3,1
1468,1,4,0
1467,1,4,0
1466,1,5,0
1465,1,5,0
1464,1,5,0
1463,1,5,0
1462,1,6,0
1461,1,6,0
1460,1,6,0
1459,1,6,0
1458,1,6,0
1457,1,6,0
1456,1,6,0
1455,1,6,0
1454,1,6,0
1453,1,6,0
1452,1,6,0
1451,1,6,0
1450,1,6,0
1449,1,6,0
1448,1,6,0
1447,1,6,0
1446,1,6,0
1445,1,6,0
1444,1,6,1
1443,1,6,1
1442,1,7,0
1441,1,7,0
1440,1,7,0
1439,1,7,0
1438,1,7,0
1437,1,7,0
1436,1,7,0
1435,1,7,0
1434,1,7,0
1433,1,7,0
1432,1,7,0
1431,1,7,0
1430,1,7,0
1429,1,7,0
1428,1,7,0
1427,1,7,0
1426,1,7,0
1425,1,7,0
1424,1,7,0
1423,1,8,0
1422,1,8,0
1421,1,8,0
1420,1,8,0
1419,1,8,0
1418,1,8,0
1417,1,8,0
1416,1,8,0
1415,1,8,0
1414,1,8,0
1413,1,8,0
1412,1,8,0
1411,1,9,0
1410,1,9,0
1409,1,9,0
1408,1,9,0
1407,1,9,0
1406,1,9,0
1405,1,9,0
1404,1,9,0
1403,1,9,0
1402,1,9,0
1401,1,9,0
1400,1,9,0
1399,1,9,0
1398,1,9,0
1397,1,9,0
1396,1,9,0
1395,1,9,0
1394,1,9,0
1393,1,9,0
1392,1,9,0
1391,1,9,1
1390,1,10,0
1389,1,10,0
1388,1,10,0
1387,1,10,0
1386,1,10,0
1385,1,10,0
1384,1,10,0
1383,1,10,0
1382,1,10,0
1381,1,10,0
1380,1,10,0
1379,1,10,0
1378,1,10,0
1377,1,10,0
1376,1,10,0
1375,1,10,0
1374,1,10,0
1373,1,10,0
1372,1,10,0
1371,1,10,0
1370,1,10,0
1369,1,10,0
1368,1,10,0
1367,1,10,0
1366,1,10,0
1365,1,10,0
1364,1,10,0
1363,1,10,0
1362,1,10,0
1361,1,10,0
1360,1,10,0
1359,1,10,0
1358,1,10,0
1357,1,10,0
1356,1,10,0
1355,1,10,0
1354,1,11,0
1353,1,11,0
1352,1,11,0
1351,1,11,0
1350,1,11,0
1349,1,11,0
1348,1,11,0
1347,1,11,0
1346,1,11,0
1345,1,11,0
1344,1,11,0
1343,1,11,0
1342,1,11,0
1341,1,11,0
1340,1,11,0
1339,1,11,0
1338,1,11,0
1337,1,11,0
1336,1,11,0
1335,1,11,1
1334,1,12,0
1333,1,12,0
1332,1,12,0
1331,1,12,0
1330,1,12,0
1329,1,12,0
1328,1,12,0
1327,1,12,0
1326,1,12,0
1325,1,12,0
1324,1,12,0
1323,1,12,0
1322,1,12,0
1321,1,12,0
1320,1,12,0
